Date,Num1,Num2,Num3,Num4,Num5,MegaBall
2011-04-12,10,23,39,41,45,15
2011-04-08,6,40,45,50,56,11
2011-04-05,1,19,20,31,36,9
2011-04-01,13,14,35,36,53,19
2011-03-29,6,15,23,34,38,4
2011-03-25,22,24,31,52,54,4
2011-03-22,1,14,35,50,53,4
2011-03-18,14,33,34,54,56,4
2011-03-15,10,11,12,28,43,4
2011-03-11,14,19,21,42,45,6
2011-03-08,3,17,19,41,55,24
2011-03-04,8,10,15,23,41,7
2011-03-01,1,12,19,20,47,25
2011-02-25,4,5,17,19,50,7
2011-02-22,15,22,23,48,55,4
2011-02-18,5,6,7,30,45,3
2011-02-15,17,18,24,35,39,18
2011-02-11,8,9,17,32,34,13
2011-02-08,25,35,36,47,48,18
2011-02-04,6,20,29,48,55,6
2011-02-01,16,22,23,26,35,4
2011-01-28,14,33,48,49,50,18
2011-01-25,5,8,31,46,50,4
2011-01-21,5,9,21,35,38,20
2011-01-18,4,27,29,38,45,5
2011-01-14,2,15,17,33,35,8
2011-01-11,1,4,11,16,45,4
2011-01-07,4,22,42,46,53,20
2011-01-04,4,8,15,25,47,4
2010-12-31,10,12,13,35,56,9
2010-12-28,6,18,36,40,49,7
2010-12-24,15,16,27,40,52,16
2010-12-21,8,11,12,31,32,4
2010-12-17,11,20,26,46,53,12
2010-12-14,18,22,25,31,38,3
2010-12-10,23,27,33,44,46,4
2010-12-07,4,38,45,53,54,9
2010-12-03,6,11,12,18,56,12
2010-11-30,11,16,19,47,53,2
2010-11-26,5,9,34,43,47,8
2010-11-23,2,6,12,34,35,4
2010-11-19,7,14,31,51,54,2
2010-11-16,1,26,27,39,46,21
2010-11-12,9,26,28,35,38,10
2010-11-09,8,26,28,33,53,11
2010-11-05,19,25,34,46,53,15
2010-11-02,1,3,12,16,54,2
2010-10-29,4,19,26,28,39,14
2010-10-26,15,21,30,31,32,4
2010-10-22,2,7,18,32,53,18
2010-10-19,2,9,14,37,42,4
2010-10-15,9,10,13,31,50,10
2010-10-12,10,31,36,37,43,15
2010-10-08,24,29,37,48,50,19
2010-10-05,10,19,24,37,44,4
2010-10-01,3,8,21,28,52,4
2010-09-28,2,10,13,36,38,18
2010-09-24,2,28,38,42,55,25
2010-09-21,3,20,43,47,52,4
2010-09-17,3,4,14,18,27,13
2010-09-14,6,14,50,55,56,1
2010-09-10,11,12,17,21,23,20
2010-09-07,8,18,22,24,38,23
2010-09-03,10,13,20,28,36,9
2010-08-31,10,20,29,47,48,3
2010-08-27,4,10,26,32,41,4
2010-08-24,4,23,24,28,32,3
2010-08-20,4,13,20,29,48,4
2010-08-17,11,19,40,43,44,4
2010-08-13,6,17,24,43,55,4
2010-08-10,2,14,26,50,56,12
2010-08-06,7,13,30,33,54,3
2010-08-03,4,13,20,22,56,2
2010-07-30,11,30,40,48,52,4
2010-07-27,2,7,10,16,29,8
2010-07-23,16,19,39,44,49,2
2010-07-20,12,18,28,36,43,19
2010-07-16,2,15,18,20,39,3
2010-07-13,7,11,14,15,34,14
2010-07-09,1,31,33,34,50,4
2010-07-06,8,18,45,47,50,2
2010-07-02,1,10,12,32,36,25
2010-06-29,3,4,15,27,37,3
2010-06-25,1,2,13,19,27,21
2010-06-22,12,17,21,23,30,24
2010-06-18,11,36,37,41,55,7
2010-06-15,4,12,13,21,27,4
2010-06-11,6,13,33,34,42,25
2010-06-08,12,18,28,48,54,6
2010-06-04,12,13,15,17,50,23
2010-06-01,12,27,44,45,51,2
2010-05-28,3,11,20,29,39,4
2010-05-25,5,14,17,19,24,25
2010-05-21,15,20,23,26,30,17
2010-05-18,11,13,19,37,40,4
2010-05-14,20,21,40,47,56,12
2010-05-11,26,33,43,46,54,9
2010-05-07,2,7,20,34,50,3
2010-05-04,9,21,31,36,43,8
2010-04-30,14,20,41,47,53,4
2010-04-27,23,37,41,50,55,6
2010-04-23,19,26,28,37,52,18
2010-04-20,5,8,10,34,42,25
2010-04-16,10,16,31,48,50,3
2010-04-13,3,12,27,39,47,4
2010-04-09,15,18,39,48,53,3
2010-04-06,16,43,44,52,56,4
2010-04-02,2,17,22,30,31,19
2010-03-30,1,11,24,38,44,3
2010-03-26,23,41,46,47,52,22
2010-03-23,3,25,28,29,40,13
2010-03-19,10,31,45,50,54,25
2010-03-16,3,22,48,52,56,13
2010-03-12,2,15,25,48,53,3
2010-03-09,14,16,18,19,29,16
2010-03-05,11,31,34,44,52,4
2010-03-02,9,12,47,48,56,25
2010-02-26,4,14,29,54,56,3
2010-02-23,4,16,36,40,53,18
2010-02-19,1,22,39,42,46,4
2010-02-16,11,12,21,29,45,5
2010-02-12,14,16,17,33,47,23
2010-02-09,2,17,20,26,48,12
2010-02-05,10,20,45,51,53,4
2010-02-02,6,7,26,27,49,9
2010-01-29,1,10,22,23,38,19
2010-01-26,7,8,38,39,48,22
